3K697,新加坡捷星亚洲航空公司,2020/01/01 09:30:00,2020/01/01 10:01:00,新加坡樟宜,2020/01/01 13:35:00,2020/01/01 13:19:00,香港,到达
3K698,新加坡捷星亚洲航空公司,2020/01/01 14:25:00,2020/01/01 14:40:00,香港,2020/01/01 18:25:00,2020/01/01 18:14:00,新加坡樟宜,到达
3K721,新加坡捷星亚洲航空公司,2020/01/01 07:10:00,2020/01/01 07:36:00,新加坡樟宜,2020/01/01 11:50:00,2020/01/01 11:49:00,台北桃园,到达
3K721,新加坡捷星亚洲航空公司,2020/01/01 07:10:00,2020/01/01 07:36:00,新加坡樟宜,2020/01/01 16:10:00,2020/01/01 16:33:00,关西,到达
3K721,新加坡捷星亚洲航空公司,2020/01/01 12:45:00,2020/01/01 13:18:00,台北桃园,2020/01/01 16:10:00,2020/01/01 16:33:00,关西,到达
3K722,新加坡捷星亚洲航空公司,2020/01/01 17:10:00,2020/01/01 17:52:00,关西,2020/01/01 19:25:00,2020/01/01 19:46:00,台北桃园,到达
3K722,新加坡捷星亚洲航空公司,2020/01/01 17:10:00,2020/01/01 17:52:00,关西,2020/01/02 01:05:00,2020/01/02 01:29:00,新加坡樟宜,到达
3K722,新加坡捷星亚洲航空公司,2020/01/01 20:20:00,2020/01/01 21:06:00,台北桃园,2020/01/02 01:05:00,2020/01/02 01:29:00,新加坡樟宜,到达
3U2003,华夏航空有限公司,2020/01/01 21:10:00,2020/01/01 21:23:00,贵阳龙洞堡,2020/01/01 22:10:00,2020/01/01 22:01:00,兴义万峰林,到达
3U2004,华夏航空有限公司,2020/01/01 19:30:00,2020/01/01 21:16:00,兴义万峰林,2020/01/01 20:20:00,2020/01/01 21:55:00,贵阳龙洞堡,到达
3U2012,华夏航空有限公司,2020/01/01 06:00:00,2020/01/01 06:44:00,郑州新郑,2020/01/01 07:55:00,2020/01/01 08:21:00,重庆江北,到达
3U2013,华夏航空有限公司,2020/01/01 08:05:00,2020/01/01 08:08:00,重庆江北,2020/01/01 09:50:00,2020/01/01 09:28:00,固原六盘山,到达
3U2013,华夏航空有限公司,2020/01/01 08:05:00,2020/01/01 08:08:00,重庆江北,2020/01/01 11:25:00,2020/01/01 11:10:00,银川河东,到达
3U2013,华夏航空有限公司,2020/01/01 10:35:00,2020/01/01 10:36:00,固原六盘山,2020/01/01 11:25:00,2020/01/01 11:10:00,银川河东,到达
3U2014,华夏航空有限公司,2020/01/01 21:20:00,2020/01/01 21:19:00,银川河东,2020/01/01 22:10:00,2020/01/01 21:59:00,固原六盘山,到达
3U2014,华夏航空有限公司,2020/01/01 21:20:00,2020/01/01 21:19:00,银川河东,2020/01/02 00:35:00,2020/01/02 00:09:00,重庆江北,到达
3U2014,华夏航空有限公司,2020/01/01 22:55:00,2020/01/01 22:48:00,固原六盘山,2020/01/02 00:35:00,2020/01/02 00:09:00,重庆江北,到达
3U2017,华夏航空有限公司,2020/01/01 19:05:00,2020/01/01 20:34:00,重庆江北,2020/01/01 20:00:00,2020/01/01 21:20:00,重庆巫山,到达
3U2018,华夏航空有限公司,2020/01/01 21:00:00,2020/01/01 21:58:00,重庆巫山,2020/01/01 22:05:00,2020/01/01 23:03:00,重庆江北,到达
3U2029,华夏航空有限公司,2020/01/01 16:25:00,2020/01/01 16:35:00,昆明长水,2020/01/01 17:30:00,2020/01/01 17:34:00,西双版纳嘎洒,到达
3U2030,华夏航空有限公司,2020/01/01 14:00:00,2020/01/01 14:16:00,西双版纳嘎洒,2020/01/01 15:20:00,2020/01/01 15:08:00,昆明长水,到达
3U2031,华夏航空有限公司,2020/01/01 06:35:00,2020/01/01 06:42:00,重庆江北,2020/01/01 08:55:00,2020/01/01 08:40:00,日照山字河,到达
3U2031,华夏航空有限公司,2020/01/01 06:35:00,2020/01/01 06:42:00,重庆江北,2020/01/01 11:20:00,2020/01/01 10:58:00,沈阳桃仙,到达
3U2031,华夏航空有限公司,2020/01/01 09:45:00,2020/01/01 09:34:00,日照山字河,2020/01/01 11:20:00,2020/01/01 10:58:00,沈阳桃仙,到达
3U2032,华夏航空有限公司,2020/01/01 12:20:00,2020/01/01 12:23:00,沈阳桃仙,2020/01/01 14:05:00,2020/01/01 13:46:00,日照山字河,到达
3U2032,华夏航空有限公司,2020/01/01 12:20:00,2020/01/01 12:23:00,沈阳桃仙,2020/01/01 17:40:00,2020/01/01 17:43:00,重庆江北,到达
3U2032,华夏航空有限公司,2020/01/01 14:55:00,2020/01/01 15:05:00,日照山字河,2020/01/01 17:40:00,2020/01/01 17:43:00,重庆江北,到达
